case,parallel_threshold,cost_threshold_us,cost_per_operand_us,cost_per_nesting_us,sequential_ms,forced_parallel_ms,adaptive_ms,best_baseline_ms,regret,used_parallel,disjunctions_detected,estimated_branch_count,estimated_cost_us,branch_threshold,cost_gate_threshold_us,branch_gate_passed,cost_gate_passed,branches_created,branches_pruned,nogood_hits
synthetic_union_6x8,100,5,50,30,0.002,3888.087,0.076,0.002,33.619195,false,6,5,2880,100,240,false,true,0,0,0
synthetic_complement_6x6,100,5,50,30,0.036,367.597,0.070,0.036,1.949585,false,6,4,3240,100,240,false,true,0,0,0
hierarchy_100,100,5,50,30,1.333,0.698,0.020,0.698,0.028799,false,0,10,0,100,240,false,false,0,0,0
univ_bench,100,5,50,30,0.009,0.002,0.001,0.002,0.566637,false,0,1,0,100,240,false,false,0,0,0
synthetic_union_1x4,100,25,25,15,0.003,3.351,0.003,0.003,0.905063,false,1,1,140,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,25,15,0.001,0.551,0.017,0.001,11.820368,false,2,1,560,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,25,15,0.001,1.919,0.037,0.001,26.378864,false,4,2,800,100,1200,false,false,0,0,0
synthetic_union_6x8,100,25,25,15,0.002,3888.087,0.076,0.002,33.793012,false,6,5,1680,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,25,15,0.036,367.597,0.070,0.036,1.947321,false,6,4,1800,100,1200,false,true,0,0,0
hierarchy_100,100,25,25,15,1.333,0.698,0.020,0.698,0.028341,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,25,15,0.009,0.002,0.001,0.002,0.597496,false,0,1,0,100,1200,false,false,0,0,0
synthetic_union_1x4,100,25,25,30,0.003,3.351,0.001,0.003,0.365506,false,1,1,140,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,25,30,0.001,0.551,0.017,0.001,11.948373,false,2,1,560,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,25,30,0.001,1.919,0.029,0.001,20.805176,false,4,2,1040,100,1200,false,false,0,0,0
synthetic_union_6x8,100,25,25,30,0.002,3888.087,0.077,0.002,34.117205,false,6,5,1680,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,25,30,0.036,367.597,0.072,0.036,2.009977,false,6,4,2340,100,1200,false,true,0,0,0
hierarchy_100,100,25,25,30,1.333,0.698,0.020,0.698,0.029123,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,25,30,0.009,0.002,0.001,0.002,0.580054,false,0,1,0,100,1200,false,false,0,0,0
synthetic_union_1x4,100,25,50,15,0.003,3.351,0.003,0.003,0.917722,false,1,1,240,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,50,15,0.001,0.551,0.017,0.001,12.234088,false,2,1,960,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,50,15,0.001,1.919,0.029,0.001,20.821711,false,4,2,1200,100,1200,false,true,0,0,0
synthetic_union_6x8,100,25,50,15,0.002,3888.087,0.086,0.002,37.950907,false,6,5,2880,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,50,15,0.036,367.597,0.072,0.036,2.001397,false,6,4,2700,100,1200,false,true,0,0,0
hierarchy_100,100,25,50,15,1.333,0.698,0.021,0.698,0.029588,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,50,15,0.009,0.002,0.001,0.002,0.596601,false,0,1,0,100,1200,false,false,0,0,0
synthetic_union_1x4,100,25,50,30,0.003,3.351,0.003,0.003,0.926582,false,1,1,240,100,1200,false,false,0,0,0
synthetic_union_2x8,100,25,50,30,0.001,0.551,0.017,0.001,12.120226,false,2,1,960,100,1200,false,false,0,0,0
synthetic_complement_4x4,100,25,50,30,0.001,1.919,0.029,0.001,20.921639,false,4,2,1440,100,1200,false,true,0,0,0
synthetic_union_6x8,100,25,50,30,0.002,3888.087,0.076,0.002,33.813799,false,6,5,2880,100,1200,false,true,0,0,0
synthetic_complement_6x6,100,25,50,30,0.036,367.597,0.071,0.036,1.991784,false,6,4,3240,100,1200,false,true,0,0,0
hierarchy_100,100,25,50,30,1.333,0.698,0.020,0.698,0.028752,false,0,10,0,100,1200,false,false,0,0,0
univ_bench,100,25,50,30,0.009,0.002,0.001,0.002,0.581395,false,0,1,0,100,1200,false,false,0,0,0
